878	865	554	554
463	0	551	450
819	0	552	412
1163	20	553	502
177	139	493	528
611	249	551	548
941	287	549	556
1428	255	549	548
0	410	430	560
326	456	530	554
760	567	551	553
1190	547	554	554
1574	568	474	553
0	759	343	553
249	791	507	554
547	834	547	554
1228	908	552	552
1588	934	460	553
0	1109	416	537
1012	1164	550	553
363	1099	536	550
1419	1240	546	552
186	1393	501	521
677	1268	549	546
485	1593	536	455
813	1655	549	393
1161	1527	549	503
